date,available,price_in_dollars,accommodates,availability_365
2020-10-18,t,6000.0,2,365
2020-10-16,t,12500.0,2,365
2020-10-16,t,11400.0,2,365
2020-10-18,t,12900.0,2,365
2020-10-17,t,25000.0,2,365
2020-10-14,t,11000.0,2,365
2020-10-17,t,8900.0,2,365
2020-10-17,t,6500.0,2,365
2020-10-20,t,15000.0,2,365
2020-10-20,t,8400.0,2,365
2020-10-15,t,14000.0,2,365
2020-10-14,t,7000.0,2,365
2020-10-19,t,7500.0,2,365
2020-10-15,t,3800.0,2,365
2020-10-14,t,12000.0,2,365
2020-10-15,t,9500.0,2,365
2020-10-15,t,10000.0,2,365
2020-10-18,t,11000.0,2,365
2020-10-14,t,13000.0,2,365
2020-10-17,t,7500.0,2,365
2020-10-15,t,10500.0,2,365
2020-10-16,t,9500.0,2,365
2020-10-17,t,15000.0,2,365
2020-10-17,t,5400.0,2,365
2020-10-17,t,9000.0,2,365
2020-10-16,t,13000.0,2,365
2020-10-17,t,10000.0,2,365
2020-10-17,t,7500.0,2,365
2020-10-18,t,14000.0,2,365
2020-10-15,t,17500.0,2,365
2020-10-15,t,10500.0,2,365
2020-10-20,t,3500.0,2,365
2020-10-18,t,11000.0,2,365
2020-10-17,t,6000.0,2,365
2020-10-20,t,6500.0,2,365
2020-10-17,t,4500.0,2,365
2020-10-15,t,7000.0,2,365
2020-10-16,t,6400.0,2,365
2020-10-16,t,9000.0,2,365
2020-10-17,t,10500.0,2,365
2020-10-17,t,13500.0,2,365
2020-10-15,t,10000.0,2,365
2020-10-18,t,11500.0,2,365
2020-10-15,t,10500.0,2,365
2020-10-15,t,8500.0,2,365
2020-10-20,t,11700.0,2,365
2020-10-18,t,7000.0,2,365
2020-10-18,t,7500.0,2,365
2020-10-16,t,9500.0,2,365
2020-10-15,t,8500.0,2,365
2020-10-15,t,7900.0,2,365
2020-10-15,t,4900.0,2,365
2020-10-19,t,9500.0,2,365
2020-10-14,t,6000.0,2,365
2020-10-19,t,9000.0,2,365
2020-10-18,t,8800.0,2,365
2020-10-19,t,10000.0,2,365
2020-10-17,t,9000.0,2,365
2020-10-18,t,8000.0,2,365
2020-10-16,t,15000.0,2,365
2020-10-17,t,7500.0,2,365
2020-10-15,t,6500.0,2,365
2020-10-18,t,5000.0,2,365
2020-10-17,t,9900.0,2,365
2020-10-21,t,7000.0,2,365
2020-10-17,t,5500.0,2,365
2020-10-20,t,17500.0,2,365
2020-10-15,t,8000.0,2,365
2020-10-20,t,4200.0,2,365
2020-10-14,t,7500.0,2,365
2020-10-18,t,8000.0,2,365
2020-10-16,t,11000.0,2,365
2020-10-14,t,9000.0,2,365
2020-10-19,t,19000.0,2,365
2020-10-16,t,13000.0,2,365
2020-10-15,t,7000.0,2,365
2020-10-20,t,7300.0,2,365
2020-10-18,t,7700.0,2,365
2020-10-14,t,6900.0,2,365
2020-10-20,t,7500.0,2,365
2020-10-15,t,7000.0,2,365
2020-10-16,t,6900.0,2,365
2020-10-19,t,9500.0,2,365
2020-10-19,t,10600.0,2,365
2020-10-14,t,8900.0,2,365
2020-10-15,t,8300.0,2,365
2020-10-17,t,8000.0,2,365
2020-10-15,t,11000.0,2,365
2020-10-15,t,6500.0,2,365
2020-10-15,t,7000.0,2,365
2020-10-15,t,9900.0,2,365
2020-10-15,t,6000.0,2,365
2020-10-16,t,10000.0,2,365
2020-10-16,t,8500.0,2,365
2020-10-18,t,8600.0,2,365
2020-10-15,t,9800.0,2,365
2020-10-20,t,11400.0,2,365
2020-10-14,t,4500.0,2,365
2020-10-15,t,6800.0,2,365
2020-10-19,t,15000.0,2,365
2020-10-16,t,11500.0,2,365
2020-10-15,t,12000.0,2,365
2020-10-19,t,16500.0,2,365
2020-10-17,t,6500.0,2,365
2020-10-14,t,7000.0,2,365
2020-10-18,t,4000.0,2,365
2020-10-20,t,7500.0,2,365
2020-10-15,t,7500.0,2,365
2020-10-21,t,6000.0,2,365
2020-10-16,t,7500.0,2,365
2020-10-15,t,8300.0,2,365
2020-10-17,t,10000.0,2,365
2020-10-15,t,6000.0,2,365
2020-10-19,t,11000.0,2,365
2020-10-14,t,6900.0,2,365
2020-10-15,t,5900.0,2,365
2020-10-20,t,6500.0,2,365
2020-10-15,t,5500.0,2,365
2020-10-15,t,26800.0,2,365
2020-10-18,t,15500.0,2,365
2020-10-15,t,5000.0,2,365
2020-10-15,t,4800.0,2,365
2020-10-17,t,6000.0,2,365
2020-10-16,t,6000.0,2,365
2020-10-17,t,6000.0,2,365
2020-10-15,t,8000.0,2,365
2020-10-16,t,15000.0,2,365
2020-10-17,t,9500.0,2,365
2020-10-19,t,6200.0,2,365
2020-10-20,t,18000.0,2,365
2020-10-17,t,9000.0,2,365
2020-10-15,t,18000.0,2,365
2020-10-17,t,15000.0,2,365
2020-10-14,t,9000.0,2,365
2020-10-15,t,5100.0,2,365
2020-10-19,t,15000.0,2,365
2020-10-15,t,7000.0,2,365
2020-10-18,t,6000.0,2,365
2020-10-19,t,5500.0,2,365
2020-10-16,t,20000.0,2,365
2020-10-16,t,16000.0,2,365
2020-10-14,t,18500.0,2,365
2020-10-18,t,10000.0,2,365
2020-10-15,t,6200.0,2,365
2020-10-19,t,8000.0,2,365
2020-10-20,t,4200.0,2,365
2020-10-16,t,6700.0,2,365
2020-10-20,t,10000.0,2,365
2020-10-15,t,7000.0,2,365
2020-10-18,t,21500.0,2,365
2020-10-15,t,11500.0,2,365
2020-10-16,t,9000.0,2,365
2020-10-15,t,7900.0,2,365
2020-10-18,t,11000.0,2,365
2020-10-15,t,5000.0,2,365
2020-10-19,t,25000.0,2,365
2020-10-14,t,5900.0,2,365
2020-10-15,t,8000.0,2,365
2020-10-16,t,9500.0,2,365
2020-10-16,t,9000.0,2,365
2020-10-17,t,6500.0,2,365
2020-10-20,t,5500.0,2,365
2020-10-15,t,12500.0,2,365
2020-10-17,t,11000.0,2,365
2020-10-17,t,9000.0,2,365
2020-10-19,t,13500.0,2,365
2020-10-15,t,9800.0,2,365
2020-10-17,t,23000.0,2,365
2020-10-17,t,9000.0,2,365
2020-10-20,t,11000.0,2,365
2020-10-16,t,9900.0,2,365
2020-10-19,t,12700.0,2,365
2020-10-17,t,50000.0,2,365
2020-10-18,t,6200.0,2,365
2020-10-14,t,6200.0,2,365
2020-10-17,t,6000.0,2,365
2020-10-15,t,5900.0,2,365
2020-10-15,t,7000.0,2,365
2020-10-20,t,42300.0,2,365
2020-10-18,t,8000.0,2,365
2020-10-15,t,6000.0,2,365
2020-10-17,t,5000.0,2,365
2020-10-16,t,7500.0,2,365
2020-10-19,t,9000.0,2,365
2020-10-14,t,30000.0,2,365
2020-10-17,t,8000.0,2,365
2020-10-16,t,17000.0,2,365
2020-10-17,t,20000.0,2,365
2020-10-17,t,4000.0,2,365
2020-10-14,t,32000.0,2,365
2020-10-15,t,10000.0,2,365
2020-10-18,t,8800.0,2,365
2020-10-15,t,9000.0,2,365
2020-10-20,t,7500.0,2,365
2020-10-16,t,9000.0,2,365
2020-10-15,t,8100.0,2,365
2020-10-17,t,9500.0,2,365
2020-10-15,t,300000.0,2,365
2020-10-17,t,5500.0,2,365
2020-10-16,t,12500.0,2,365
2020-10-15,t,6800.0,2,365
2020-10-15,t,4500.0,2,365
2020-10-14,t,9500.0,2,365
2020-10-17,t,50000.0,2,365
2020-10-19,t,9000.0,2,365
2020-10-16,t,5900.0,2,365
2020-10-15,t,9900.0,2,365
2020-10-15,t,11000.0,2,365
2020-10-20,t,6900.0,2,365
2020-10-15,t,25000.0,2,365
2020-10-20,t,10000.0,2,365
2020-10-17,t,5900.0,2,365
2020-10-20,t,6700.0,2,365
2020-10-13,t,9800.0,2,365
2020-10-16,t,6000.0,2,365
2020-10-17,t,8500.0,2,365
2020-10-19,t,9000.0,2,365
2020-10-16,t,12000.0,2,365
2020-10-17,t,7000.0,2,365
2020-10-17,t,6600.0,2,365
2020-10-18,t,6500.0,2,365
2020-10-19,t,20000.0,2,365
2020-10-15,t,11500.0,2,365
2020-10-15,t,6600.0,2,365
2020-10-17,t,10000.0,2,365
2020-10-16,t,32000.0,2,365
2020-10-15,t,7200.0,2,365
2020-10-16,t,6000.0,2,365
2020-10-18,t,17000.0,2,365
2020-10-16,t,6000.0,2,365
2020-10-16,t,7000.0,2,365
2020-10-16,t,7900.0,2,365
2020-10-16,t,7300.0,2,365
2020-10-17,t,8800.0,2,365
2020-10-17,t,14900.0,2,365
2020-10-15,t,4200.0,2,365
2020-10-15,t,14000.0,2,365
2020-10-15,t,14000.0,2,365
2020-10-14,t,17000.0,2,365
2020-10-17,t,10000.0,2,365
2020-10-14,t,6000.0,2,365
2020-10-19,t,5500.0,2,365
2020-10-18,t,6100.0,2,365
2020-10-19,t,12800.0,2,365
2020-10-17,t,21500.0,2,365
2020-10-18,t,18000.0,2,365
2020-10-17,t,6500.0,2,365
2020-10-14,t,14300.0,2,365
2020-10-18,t,8500.0,2,365
2020-10-17,t,11500.0,2,365
2020-10-19,t,8900.0,2,365
2020-10-16,t,6900.0,2,365
2020-10-15,t,9500.0,2,365
2020-10-15,t,12000.0,2,365
2020-10-16,t,5800.0,2,365
2020-10-21,t,14000.0,2,365
2020-10-18,t,35000.0,2,365
2020-10-17,t,20000.0,2,365
2020-10-18,t,12000.0,2,365
2020-10-16,t,8500.0,2,365
2020-10-15,t,16400.0,2,365
2020-10-15,t,35000.0,2,365
2020-10-20,t,12000.0,2,365
2020-10-20,t,3900.0,2,365
2020-10-20,t,11000.0,2,365
2020-10-20,t,8500.0,2,365
2020-10-15,t,6000.0,2,365
2020-10-16,t,10000.0,2,365
2020-10-16,t,8500.0,2,365
2020-10-16,t,10500.0,2,365
2020-10-15,t,14700.0,2,365
2020-10-15,t,15000.0,2,365
2020-10-15,t,12000.0,2,365
2020-10-15,t,11900.0,2,365
2020-10-17,t,12000.0,2,365
2020-10-18,t,12100.0,2,365
2020-10-17,t,13000.0,2,365
2020-10-15,t,5000.0,2,365
2020-10-15,t,99500.0,2,365
2020-10-18,t,20000.0,2,365
2020-10-14,t,5000.0,2,365
2020-10-15,t,6500.0,2,365
2020-10-15,t,8000.0,2,365
2020-10-18,t,18000.0,2,365
2020-10-15,t,3900.0,2,365
2020-10-16,t,11000.0,2,365
2020-10-20,t,7500.0,2,365
2020-10-17,t,19000.0,2,365
2020-10-17,t,16500.0,2,365
2020-10-16,t,9900.0,2,365
2020-10-15,t,6700.0,2,365
2020-10-15,t,30600.0,2,365
2020-10-19,t,7000.0,2,365
2020-10-18,t,75000.0,2,365
2020-10-19,t,15000.0,2,365
2020-10-16,t,7400.0,2,365
2020-10-18,t,7500.0,2,365
2020-10-17,t,16500.0,2,365
2020-10-18,t,7000.0,2,365
2020-10-16,t,8000.0,2,365
2020-10-18,t,11900.0,2,365
2020-10-16,t,10000.0,2,365
2020-10-15,t,26000.0,2,365
2020-10-15,t,8700.0,2,365
2020-10-17,t,8000.0,2,365
2020-10-15,t,19900.0,2,365
2020-10-14,t,6000.0,2,365
2020-10-15,t,9000.0,2,365
2020-10-17,t,6900.0,2,365
2020-10-17,t,6000.0,2,365
2020-10-20,t,8000.0,2,365
2020-10-16,t,8100.0,2,365
2020-10-15,t,15000.0,2,365
2020-10-15,t,8000.0,2,365
2020-10-15,t,10600.0,2,365
2020-10-15,t,8000.0,2,365
2020-10-18,t,8000.0,2,365
2020-10-17,t,7200.0,2,365
2020-10-15,t,4300.0,2,365
2020-10-18,t,9700.0,2,365
2020-10-16,t,8600.0,2,365
2020-10-14,t,10000.0,2,365
2020-10-19,t,66600.0,2,365
2020-10-15,t,18000.0,2,365
2020-10-17,t,10000.0,2,365
2020-10-17,t,17900.0,2,365
2020-10-18,t,4600.0,2,365
2020-10-18,t,12900.0,2,365
2020-10-14,t,7700.0,2,365
2020-10-15,t,11600.0,2,365
2020-10-19,t,25300.0,2,365
2020-10-15,t,7500.0,2,365
2020-10-15,t,30000.0,2,365
2020-10-18,t,9000.0,2,365
2020-10-15,t,25000.0,2,365
2020-10-14,t,10000.0,2,365
2020-10-18,t,31000.0,2,365
2020-10-17,t,15000.0,2,365
2020-10-17,t,5800.0,2,365
2020-10-19,t,10000.0,2,365
2020-10-15,t,5000.0,2,365
2020-10-14,t,11100.0,2,365
2020-10-17,t,8500.0,2,365
2020-10-19,t,29200.0,2,365
2020-10-15,t,26100.0,2,365
2020-10-19,t,7200.0,2,365
2020-10-18,t,5300.0,2,365
2020-10-18,t,11900.0,2,365
2020-10-15,t,18000.0,2,365
2020-10-16,t,10000.0,2,365
2020-10-16,t,11900.0,2,365
2020-10-19,t,300000.0,2,365
2020-10-14,t,9900.0,2,365
2020-10-14,t,13000.0,2,365
2020-10-16,t,11000.0,2,365
2020-10-16,t,10500.0,2,365
2020-10-17,t,7000.0,2,365
2020-10-17,t,12000.0,2,365
2020-10-16,t,12500.0,2,365
2020-10-15,t,7000.0,2,365
2020-10-18,t,4000.0,2,365
2020-10-16,t,8900.0,2,365
2020-10-15,t,7500.0,2,365
2020-10-20,t,18000.0,2,365
2020-10-15,t,7000.0,2,365
2020-10-15,t,18000.0,2,365
2020-10-17,t,9000.0,2,365
2020-10-15,t,8000.0,2,365
2020-10-15,t,6600.0,2,365
2020-10-17,t,6500.0,2,365
2020-10-17,t,6800.0,2,365
2020-10-20,t,7300.0,2,365
2020-10-17,t,8000.0,2,365
2020-10-15,t,6300.0,2,365
2020-10-17,t,7100.0,2,365
2020-10-20,t,8400.0,2,365
2020-10-19,t,7800.0,2,365
2020-10-19,t,8600.0,2,365
2020-10-20,t,11100.0,2,365
2020-10-15,t,6500.0,2,365
2020-10-15,t,9500.0,2,365
2020-10-19,t,26500.0,2,365
2020-10-15,t,9800.0,2,365
2020-10-21,t,10600.0,2,365
2020-10-16,t,14600.0,2,365
2020-10-16,t,11600.0,2,365
2020-10-20,t,13100.0,2,365
2020-10-16,t,12500.0,2,365
2020-10-15,t,15000.0,2,365
2020-10-16,t,10000.0,2,365
2020-10-21,t,26300.0,2,365
2020-10-16,t,25800.0,2,365
2020-10-17,t,11300.0,2,365
2020-10-15,t,4500.0,2,365
2020-10-19,t,9700.0,2,365
2020-10-19,t,12400.0,2,365
2020-10-15,t,8000.0,2,365
2020-10-15,t,7500.0,2,365
2020-10-16,t,10000.0,2,365
2020-10-19,t,13600.0,2,365
2020-10-21,t,12900.0,2,365
2020-10-20,t,5400.0,2,365
2020-10-18,t,14800.0,2,365
2020-10-17,t,5500.0,2,365
2020-10-15,t,5500.0,2,365
2020-10-20,t,10000.0,2,365
2020-10-15,t,14800.0,2,365
2020-10-17,t,18300.0,2,365
2020-10-19,t,19000.0,2,365
2020-10-15,t,15000.0,2,365
2020-10-16,t,100000.0,2,365
2020-10-17,t,100000.0,2,365
2020-10-18,t,100000.0,2,365
2020-10-16,t,15000.0,2,365
2020-10-18,t,6900.0,2,365
2020-10-20,t,9500.0,2,365
2020-10-15,t,9000.0,2,365
2020-10-18,t,20000.0,2,365
2020-10-17,t,8000.0,2,365
2020-10-18,t,16000.0,2,365
2020-10-16,t,15000.0,2,365
2020-10-16,t,8600.0,2,365
2020-10-14,t,7900.0,2,365
2020-10-17,t,7900.0,2,365
2020-10-18,t,7600.0,2,365
2020-10-14,t,8000.0,2,365
2020-10-15,t,16600.0,2,365
2020-10-21,t,12000.0,2,365
2020-10-20,t,10000.0,2,365
2020-10-16,t,8300.0,2,365
2020-10-17,t,10000.0,2,365
2020-10-18,t,14000.0,2,365
2020-10-18,t,11900.0,2,365
2020-10-19,t,9000.0,2,365
2020-10-19,t,10000.0,2,365
2020-10-16,t,10000.0,2,365
2020-10-17,t,10700.0,2,365
2020-10-15,t,8900.0,2,365
2020-10-16,t,10000.0,2,365
2020-10-19,t,11100.0,2,365
2020-10-18,t,13000.0,2,365
2020-10-17,t,9000.0,2,365
2020-10-19,t,9000.0,2,365
2020-10-15,t,3800.0,2,365
2020-10-15,t,5600.0,2,365
2020-10-16,t,11900.0,2,365
2020-10-16,t,13900.0,2,365
2020-10-18,t,6500.0,2,365
2020-10-15,t,7500.0,2,365
2020-10-16,t,18900.0,2,365
2020-10-16,t,25500.0,2,365
2020-10-15,t,10400.0,2,365
2020-10-18,t,13100.0,2,365
2020-10-20,t,16600.0,2,365
2020-10-16,t,5900.0,2,365
2020-10-17,t,6800.0,2,365
2020-10-20,t,7000.0,2,365
2020-10-14,t,20000.0,2,365
2020-10-16,t,5900.0,2,365
2020-10-14,t,15300.0,2,365
2020-10-17,t,11000.0,2,365
2020-10-18,t,9900.0,2,365
2020-10-15,t,6000.0,2,365
2020-10-16,t,15500.0,2,365
2020-10-14,t,11000.0,2,365
2020-10-16,t,6500.0,2,365
2020-10-17,t,6500.0,2,365
2020-10-18,t,5000.0,2,365
2020-10-15,t,19500.0,2,365
2020-10-15,t,9600.0,2,365
2020-10-19,t,22300.0,2,365
2020-10-16,t,37100.0,2,365
2020-10-17,t,29700.0,2,365
2020-10-19,t,10500.0,2,365
2020-10-19,t,7700.0,2,365
2020-10-16,t,9000.0,2,365
2020-10-18,t,40300.0,2,365
2020-10-17,t,8000.0,2,365
2020-10-18,t,14400.0,2,365
2020-10-15,t,7000.0,2,365
2020-10-18,t,14400.0,2,365
2020-10-19,t,7400.0,2,365
2020-10-18,t,4700.0,2,365
2020-10-15,t,9500.0,2,365
2020-10-15,t,14000.0,2,365
2020-10-15,t,7300.0,2,365
2020-10-15,t,6000.0,2,365
2020-10-14,t,8000.0,2,365
2020-10-14,t,11900.0,2,365
2020-10-18,t,20000.0,2,365
2020-10-15,t,45900.0,2,365
2020-10-17,t,5500.0,2,365
2020-10-17,t,10000.0,2,365
2020-10-17,t,8000.0,2,365
2020-10-19,t,17500.0,2,365
2020-10-16,t,7500.0,2,365
2020-10-15,t,10000.0,2,365
2020-10-17,t,8000.0,2,365
2020-10-17,t,17000.0,2,365
2020-10-19,t,6000.0,2,365
2020-10-15,t,6000.0,2,365
2020-10-16,t,11500.0,2,365
2020-10-15,t,13000.0,2,365
2020-10-15,t,6300.0,2,365
2020-10-15,t,4200.0,2,365
2020-10-18,t,5300.0,2,365
2020-10-18,t,6000.0,2,365
2020-10-20,t,7900.0,2,365
2020-10-19,t,6500.0,2,365
2020-10-18,t,8000.0,2,365
2020-10-18,t,9500.0,2,365
2020-10-16,t,50000.0,2,365
2020-10-18,t,58500.0,2,365
2020-10-19,t,6200.0,2,365
2020-10-18,t,7500.0,2,365
2020-10-18,t,10000.0,2,365
2020-10-20,t,9000.0,2,365
2020-10-18,t,18000.0,2,365
2020-10-16,t,9500.0,2,365
2020-10-20,t,10400.0,2,365
2020-10-15,t,6500.0,2,365
2020-10-16,t,12000.0,2,365
2020-10-20,t,9000.0,2,365
2020-10-15,t,8600.0,2,365
2020-10-17,t,3500.0,2,365
2020-10-19,t,28000.0,2,365
